business_id,county,sector,business_age_months,employees,monthly_revenue_kes,monthly_expenses_kes,total_assets_kes,total_liabilities_kes,loan_amount_kes,mpesa_volume_kes,expense_ratio,debt_to_asset_ratio,age_risk_factor,mpesa_dependency,distress_label
MSME_04352,Nakuru,Services,97,1,165060.87,166607.12,787826.06,497962.66,71153.53,112705.44,1.0093616411833939,0.632071028380264,0.01020408163265306,0.6828072407031376,1
MSME_04353,Thika,Services,76,25,32075.26,26451.29,548631.25,201267.43,60756.39,19817.35,0.8246375980242087,0.36685307872440964,0.012987012987012988,0.617819845580501,1
MSME_04354,Meru,Digital Commerce,115,1,157773.39,181412.92,306655.25,73007.24,0.0,104509.42,1.1498248860287148,0.23807517374910833,0.008620689655172414,0.6623978707824507,1
MSME_04355,Mombasa,Construction,15,3,534338.34,408166.15,2342833.97,1172094.03,59007.16,503553.34,0.7638706706491049,0.5002887719402618,0.0625,0.9423849271513492,0
MSME_04356,Nyeri,Retail,41,5,551191.25,627275.81,2506039.78,1157382.76,9473.29,287146.36,1.1380345242517471,0.4618371613250444,0.023809523809523808,0.5209550025422164,1
MSME_04357,Kakamega,Digital Commerce,39,5,1015050.24,722377.06,2630890.33,1891872.84,16811.09,655522.91,0.7116656101025994,0.7190995760360805,0.025,0.6458027774046166,0
MSME_04358,Nairobi,Services,2,1,358318.68,236853.11,1150478.82,192834.52,4973.55,306529.21,0.6610106092972621,0.16761225764046864,0.3333333333333333,0.8554629486161631,0
MSME_04359,Kakamega,Transport,63,2,214432.24,217210.61,166192.88,121620.38,19194.56,144110.41,1.0129521430539408,0.7317981865517551,0.015625,0.6720525698347887,1
MSME_04360,Nakuru,Food Services,29,10,319567.3,315179.74,491506.14,90862.72,14322.95,296396.43,0.9862672236263734,0.18486551385601438,0.03333333333333333,0.9274900858439339,1
MSME_04361,Kakamega,Construction,105,2,263174.91,275318.63,2438897.38,648666.76,22233.77,170922.86,1.0461391774041935,0.2659671125780977,0.009433962264150943,0.6494624071025346,0
MSME_04362,Nyeri,Retail,74,2,59441.37,46897.74,2400592.67,1230797.53,26210.5,52450.55,0.7889614764687208,0.5127054800573561,0.013333333333333334,0.8823764934002464,1
MSME_04363,Kisumu,Manufacturing,66,1,29280.29,32558.05,3066458.1,1442890.21,48983.5,25379.94,1.1119062718889776,0.470539525539408,0.014925373134328358,0.866763042202034,1
MSME_04364,Kisumu,Manufacturing,51,2,322145.54,214457.05,1063322.75,947513.27,3441.67,162407.56,0.6657127219184164,0.8910863412953957,0.019230769230769232,0.5041418728259506,0
MSME_04365,Nakuru,Manufacturing,75,15,1080947.21,666568.7,586358.87,335150.4,12940.15,736498.08,0.6166518375565837,0.5715779969730875,0.013157894736842105,0.6813444651524979,0
MSME_04366,Machakos,Services,77,2,335699.41,256914.16,68970.24,24963.67,0.0,210244.11,0.76530785291564,0.3619431809548443,0.01282051282051282,0.6262849366195293,0
MSME_04367,Kisumu,Manufacturing,10,3,20156.38,20932.97,2053747.52,1684317.56,0.0,14428.42,1.038476726638085,0.8201186969084219,0.09090909090909091,0.715788460603511,1
MSME_04368,Machakos,Food Services,14,2,79276.59,76909.41,647598.05,226511.64,0.0,56147.41,0.9701280021251908,0.34977142106678505,0.06666666666666667,0.708238103605319,1
MSME_04369,Kakamega,Agriculture,82,2,109459.21,91936.41,162018.61,51687.26,39843.26,99332.95,0.8399071224146198,0.319018543496062,0.012048192771084338,0.9074799874767278,0
MSME_04370,Meru,Agriculture,51,1,20825.98,15430.79,1821687.19,902641.33,9389.07,12133.46,0.7409038660429885,0.49549716299143376,0.019230769230769232,0.5825837447387955,1
MSME_04371,Machakos,Transport,118,1,33627.62,21272.83,4006642.44,3327676.12,23200.1,19570.8,0.6325811169176732,0.830539619966782,0.008403361344537815,0.5819685731974727,1
MSME_04372,Machakos,Digital Commerce,73,2,128402.42,100876.55,2065172.21,1377080.38,0.0,70445.42,0.7856219873271288,0.6668110807034922,0.013513513513513514,0.5486257297508119,0
MSME_04373,Meru,Digital Commerce,39,3,173101.67,147657.61,1639508.47,1052542.42,0.0,144088.62,0.8530059646104822,0.6419861789514396,0.025,0.8323882005979456,1
MSME_04374,Nakuru,Services,28,2,49711.22,48610.77,2235745.23,1522233.55,43201.02,45388.19,0.9778434759099472,0.6808615081506814,0.034482758620689655,0.913018770837432,1
MSME_04375,Kisumu,Construction,3,2,32114.42,30678.41,27535.82,17284.58,70847.63,21382.64,0.9552548277431838,0.6276897622891824,0.25,0.6658060209083363,0
MSME_04376,Machakos,Manufacturing,84,2,439461.71,492654.02,5753929.06,4072844.39,38439.37,231956.73,1.1210371410124877,0.7078369649143772,0.011764705882352941,0.5278189132361196,1
MSME_04377,Nairobi,Transport,70,1,90895.99,59556.67,282071.46,71705.28,0.0,51829.77,0.6552105850809801,0.2542087235315351,0.014084507042253521,0.5702033697705501,0
MSME_04378,Kakamega,Services,27,15,104881.65,82330.74,313391.17,75780.06,30003.72,57273.03,0.7849795938603764,0.24180584983983486,0.03571428571428571,0.5460677242613531,0
MSME_04379,Nairobi,Food Services,117,2,77136.34,66712.75,414437.28,161518.92,66217.1,59129.09,0.8648567606816622,0.3897297324947879,0.00847457627118644,0.7665430257252843,0
MSME_04380,Nakuru,Transport,2,1,61625.11,59707.5,475386.02,371166.11,45867.57,38641.04,0.9688669299425194,0.7807661849917568,0.3333333333333333,0.6270238377856399,1
MSME_04381,Kakamega,Agriculture,93,1,490305.17,427790.49,4414871.46,2964865.97,0.0,443163.03,0.872496648369732,0.6715632211037871,0.010638297872340425,0.9038495885132346,1
MSME_04382,Kisumu,Agriculture,38,50,55282.06,60921.77,1400864.07,774928.13,0.0,31678.13,1.1019970674561068,0.5531782800466286,0.02564102564102564,0.5730169422604321,1
MSME_04383,Kakamega,Digital Commerce,3,1,159481.55,149078.54,323125.15,37339.68,24712.32,146495.0,0.9347639600696127,0.11555759259967043,0.25,0.9185644448248415,0
MSME_04384,Mombasa,Construction,16,10,134417.29,83582.82,387479.05,111842.66,70171.35,87335.28,0.621811362129365,0.28864107971494274,0.058823529411764705,0.6497276523901621,0
MSME_04385,Meru,Agriculture,94,1,18993.01,12583.07,14552067.67,10809438.18,0.0,16909.24,0.6624756962853026,0.7428111030209975,0.010526315789473684,0.8902406600817838,0
MSME_04386,Eldoret,Transport,40,15,169557.42,172002.87,1114194.62,327561.36,9372.86,157187.89,1.0144165650989199,0.2939890932258376,0.024390243902439025,0.9270426676540157,0
MSME_04387,Kisumu,Digital Commerce,2,10,28453.63,28273.9,434439.02,297257.15,0.0,26856.35,0.9936484853255867,0.6842305872281288,0.3333333333333333,0.9438305822286214,1
MSME_04388,Meru,Manufacturing,81,3,251565.86,172177.55,104168.03,25803.19,60310.06,216753.43,0.6844206347370237,0.24770500406886767,0.012195121951219513,0.8616136084061311,0
MSME_04389,Machakos,Services,41,1,40683.73,25728.38,97652.15,57135.69,0.0,22203.51,0.6323841893506482,0.5850880386346985,0.023809523809523808,0.5457455413861662,0
MSME_04390,Nakuru,Retail,12,1,224587.04,206237.12,190943.96,115056.93,0.0,117890.32,0.9182907513685946,0.6025659436101377,0.07692307692307693,0.5249180677653182,1
MSME_04391,Kakamega,Agriculture,35,2,86724.71,82358.67,818317.31,574109.31,12056.11,72231.11,0.9496453819749644,0.701572118067357,0.027777777777777776,0.8328684769487618,1
MSME_04392,Eldoret,Transport,107,2,67892.12,45787.45,2761533.72,1244551.23,0.0,61351.93,0.6744048586955497,0.4506737579602113,0.009259259259259259,0.903654597107925,0
MSME_04393,Eldoret,Retail,65,1,164483.65,141536.64,1527723.59,926014.01,0.0,94532.97,0.8604854009173502,0.6061393631164894,0.015151515151515152,0.5747221397255002,1
MSME_04394,Machakos,Agriculture,55,1,30581.21,23492.71,2984292.49,1461037.48,61483.5,28241.15,0.7681822209709501,0.4895756683770402,0.017857142857142856,0.9234502673286202,0
MSME_04395,Nyeri,Agriculture,45,3,124340.54,138293.8,1438238.25,1233822.08,0.0,96314.49,1.1122091619582644,0.857869843282333,0.021739130434782608,0.7745962451486447,1
MSME_04396,Kisumu,Food Services,79,2,291341.1,209928.71,167541.55,86703.52,8021.23,161928.6,0.7205574134325249,0.5175014943964982,0.0125,0.5558022681926162,1
MSME_04397,Thika,Agriculture,90,1,377982.97,379227.82,1214480.89,325090.19,0.0,217402.63,1.0032907480177005,0.26767808781405544,0.01098901098901099,0.5751636240023619,0
MSME_04398,Thika,Digital Commerce,101,1,83899.01,74248.41,1278435.48,810929.57,57745.17,44439.62,0.8849630649626861,0.6343135405522846,0.00980392156862745,0.5296735959864606,0
MSME_04399,Mombasa,Retail,85,50,97085.54,58866.51,631518.08,340245.44,107409.15,54799.63,0.6063302904810492,0.5387730169609445,0.011627906976744186,0.5644410646419163,0
MSME_04400,Nairobi,Retail,62,2,29974.36,26507.8,505260.42,375440.63,0.0,24862.41,0.8843196545429313,0.7430621360324721,0.015873015873015872,0.8294282370587042,1
MSME_04401,Nyeri,Manufacturing,49,5,62899.08,41180.64,610527.72,147460.32,26286.0,37641.63,0.6546993262965644,0.24152888335867315,0.02,0.5984353279041934,0
MSME_04402,Kisumu,Digital Commerce,95,2,27998.03,26947.66,114039.39,35209.85,81232.47,21075.36,0.9624497705813381,0.308748944124095,0.010416666666666666,0.7527175048564183,0
MSME_04403,Eldoret,Services,25,1,206917.12,188509.35,147473.31,123479.89,0.0,170600.39,0.9110335527889003,0.8372976283123481,0.038461538461538464,0.8244826021036727,1
MSME_04404,Machakos,Retail,23,2,309330.86,187372.52,15403701.87,13001046.17,1631.6,279287.09,0.6057330143749176,0.8440208357511638,0.041666666666666664,0.9028720481621261,0
MSME_04405,Eldoret,Transport,24,2,84607.3,60289.56,162467.62,73728.69,11214.31,64764.1,0.7125726435822489,0.453802648166766,0.04,0.765457998801536,0
MSME_04406,Eldoret,Transport,38,10,46247.74,47492.9,87558.75,12100.7,0.0,34980.53,1.0269014896405828,0.13819934387660998,0.02564102564102564,0.7563563893848784,0
MSME_04407,Eldoret,Services,28,3,181351.38,136317.29,307306.15,106095.62,479605.67,165169.46,0.7516708079596198,0.34524292714959604,0.034482758620689655,0.9107653288035149,0
MSME_04408,Nyeri,Construction,21,1,55939.96,48925.42,1265470.0,376728.04,0.0,35393.62,0.8745902823262239,0.2976978848191701,0.045454545454545456,0.6326959708950294,1
MSME_04409,Mombasa,Construction,54,25,260912.11,201319.59,1430339.36,617536.83,88369.64,154372.75,0.7715962988598005,0.43174117662456224,0.01818181818181818,0.5916634468846736,1
MSME_04410,Nairobi,Construction,107,2,923042.25,1021659.87,213471.04,75620.09,0.0,824053.52,1.1068385690486333,0.3542388502025839,0.009259259259259259,0.8927572137058584,1
MSME_04411,Nakuru,Services,18,50,55026.32,49255.01,819048.68,625092.94,65985.87,29358.49,0.8951010152775022,0.7631929481982093,0.05263157894736842,0.53352571050162,0
MSME_04412,Eldoret,Agriculture,36,50,63470.11,62384.48,379448.06,38866.42,0.0,37152.67,0.982879927576499,0.10242855786755671,0.02702702702702703,0.5853477274936582,0
MSME_04413,Nyeri,Services,99,1,30959.32,19996.99,916530.6,564312.92,0.0,21209.11,0.6458909339438352,0.615704815851412,0.01,0.6850416920755341,1
MSME_04414,Nairobi,Manufacturing,45,2,154215.94,95950.81,513030.07,323935.49,124164.47,102177.74,0.6221807409743703,0.6314149550435609,0.021739130434782608,0.6625584712029691,0
MSME_04415,Meru,Agriculture,119,2,144080.01,106990.29,317155.99,199332.94,0.0,117820.19,0.7425703775952153,0.6284992804352192,0.008333333333333333,0.8177357307531367,0
MSME_04416,Kakamega,Manufacturing,73,3,101665.24,78284.66,334717.47,172873.45,35684.53,55032.73,0.7700162807240634,0.516474187994466,0.013513513513513514,0.5413078127016402,0
MSME_04417,Nakuru,Services,53,2,135421.45,132472.55,52106.41,30684.59,0.0,96788.56,0.9782170533763048,0.5888719090048805,0.018518518518518517,0.7147157653697743,0
MSME_04418,Thika,Digital Commerce,102,25,46925.9,42844.37,559142.72,418459.87,0.0,40536.93,0.9130023504642327,0.7483941159171027,0.009708737864077669,0.8638314058674236,1
MSME_04419,Nairobi,Food Services,30,5,25255.53,20356.43,665488.91,484048.3,3570.87,20393.96,0.8059868081640669,0.7273563321192953,0.03225806451612903,0.8074727605098563,0
MSME_04420,Meru,Manufacturing,60,1,62375.65,59865.94,134565.07,17184.0,0.0,48917.61,0.9597492010231393,0.12769935244449065,0.01639344262295082,0.7842295153715373,0
MSME_04421,Nakuru,Food Services,108,1,19623.39,13539.38,486967.96,60554.09,525427.64,11925.37,0.6899261582143444,0.12434897287909273,0.009174311926605505,0.6076810540353103,0
MSME_04422,Eldoret,Construction,98,3,55021.09,34933.95,536966.75,414085.05,100141.83,37256.69,0.6349077252427161,0.7711544129046856,0.010101010101010102,0.6771224066552181,0
MSME_04423,Machakos,Digital Commerce,32,1,181630.09,194340.16,78891.47,44162.16,51626.26,105586.22,1.0699718864209866,0.5597766174642523,0.030303030303030304,0.5813223936496775,1
MSME_04424,Thika,Digital Commerce,67,5,141444.85,128738.91,288993.64,250251.69,0.0,103115.6,0.9101639249225056,0.8659388630875645,0.014705882352941176,0.7290111374776991,1
MSME_04425,Kakamega,Services,67,2,22611.58,21639.34,278279.55,123910.45,36263.9,17249.83,0.9569602407155662,0.4452716871516892,0.014705882352941176,0.7628421878441116,1
MSME_04426,Kisumu,Digital Commerce,28,2,380539.99,292628.87,904996.69,218460.28,2468.73,298355.35,0.7689812075172243,0.24139319073842058,0.034482758620689655,0.7840294681526949,0
MSME_04427,Kakamega,Food Services,44,1,109691.71,88255.23,3250336.71,1555571.92,0.0,98084.14,0.8045678696423855,0.47858778342143404,0.022222222222222223,0.8941719098744119,0
MSME_04428,Machakos,Services,79,5,36340.07,23450.32,771935.98,346781.0,33649.87,19181.14,0.6452842472717507,0.44923485852433187,0.0125,0.5278088950050177,0
MSME_04429,Thika,Digital Commerce,41,1,92563.03,99166.8,2932908.32,1506757.91,109978.11,62456.04,1.0713319201854112,0.5137417306853523,0.023809523809523808,0.6747333710513684,0
MSME_04430,Mombasa,Agriculture,63,5,74383.41,68867.26,558512.81,416850.38,0.0,56972.99,0.9258292160951467,0.7463564419293409,0.015625,0.765926489166211,1
MSME_04431,Eldoret,Services,23,2,55952.66,36145.15,1138805.71,711146.8,9982.13,42331.28,0.6459836586203654,0.6244666401728526,0.041666666666666664,0.7565417525859791,0
MSME_04432,Kisumu,Transport,104,5,300316.65,313077.49,790291.05,196166.25,79838.86,153091.47,1.0424878124878774,0.2482199460313437,0.009523809523809525,0.5097651436737067,1
MSME_04433,Nakuru,Manufacturing,75,3,44076.19,37211.92,13173617.28,9057939.55,0.0,25792.91,0.8442443812774816,0.68758175297607,0.013157894736842105,0.5851759152523107,1
MSME_04434,Meru,Agriculture,48,1,160274.97,163609.61,607543.34,348436.42,0.0,141135.76,1.0207993749780455,0.5735160334141208,0.02040816326530612,0.880579665186241,1
MSME_04435,Kisumu,Services,32,5,34845.59,21149.21,1865378.08,1049552.34,35111.44,25504.4,0.6069233747118441,0.5626482848730137,0.030303030303030304,0.7319051878533883,0
MSME_04436,Eldoret,Food Services,57,1,128425.46,79085.28,930305.96,597819.73,0.0,88112.9,0.6158020706947773,0.6426048129318521,0.017241379310344827,0.686096151836623,0
MSME_04437,Machakos,Food Services,118,2,173758.67,120576.46,2815743.72,1551960.13,0.0,157265.3,0.693926617148847,0.5511721708919691,0.008403361344537815,0.9050736571955965,1
MSME_04438,Meru,Digital Commerce,100,1,174091.84,124650.47,1557475.69,725800.79,0.0,92917.76,0.7159999802404281,0.4660106919481409,0.009900990099009901,0.5337253387330576,0
MSME_04439,Nyeri,Retail,33,5,144466.96,147381.66,1097875.84,672234.02,0.0,132193.0,1.020168485801281,0.6123036715120067,0.029411764705882353,0.9150333402645127,1
MSME_04440,Nakuru,Retail,24,15,104923.29,103735.75,185353.56,125851.67,15060.95,53773.45,0.9886724036922242,0.6789780084180287,0.04,0.5124976304342874,1
MSME_04441,Meru,Services,39,3,45977.43,43165.84,206022.32,57812.66,0.0,34630.27,0.9388280548074389,0.2806122141901218,0.025,0.7531851348556268,1
MSME_04442,Mombasa,Manufacturing,34,2,46511.19,50542.43,348237.33,173296.8,0.0,34873.67,1.0866491128454712,0.4976384994724733,0.02857142857142857,0.7497748439710106,1
MSME_04443,Mombasa,Transport,56,5,179661.32,132218.48,513488.45,239561.86,0.0,141497.79,0.7359277114978812,0.4665370632249601,0.017543859649122806,0.7875763265218884,0
MSME_04444,Nakuru,Retail,28,1,37744.35,41421.51,833488.76,109956.02,6505.59,19375.38,1.0973937186964753,0.13192246057108128,0.034482758620689655,0.5133183292776462,0
MSME_04445,Mombasa,Construction,37,15,30010.2,33017.49,349242.7,268061.56,128390.92,22169.54,1.1001722690195659,0.7675487345942102,0.02631578947368421,0.7387088820173802,1
MSME_04446,Kisumu,Digital Commerce,7,1,556693.34,466978.24,68006.45,27332.17,8120.66,306808.35,0.8388413649041232,0.401899644818325,0.125,0.5511253266918431,1
MSME_04447,Eldoret,Construction,68,50,102773.53,66999.34,2502623.93,395793.44,14635.41,58600.5,0.6519060705020981,0.15815132154061934,0.014492753623188406,0.5701850448744451,0
MSME_04448,Kisumu,Food Services,37,5,251453.83,251355.25,1247641.71,581799.38,0.0,150095.23,0.9996039845406828,0.46631890310968915,0.02631578947368421,0.5969073252639451,1
MSME_04449,Nairobi,Digital Commerce,56,5,319172.89,250649.91,784107.32,179705.36,0.0,247655.72,0.7853083157898662,0.2291843555492435,0.017543859649122806,0.77592725394925,0
MSME_04450,Kisumu,Agriculture,65,3,140242.31,145460.9,3284187.96,2179162.27,132180.5,94739.28,1.037203842379362,0.6635313304262493,0.015151515151515152,0.6755351110865823,1
MSME_04451,Thika,Transport,65,2,91420.34,63082.75,278064.02,154997.68,0.0,49220.88,0.6900221545647877,0.557415240507418,0.015151515151515152,0.5383959587553628,1
MSME_04452,Kisumu,Services,47,3,92986.98,83384.52,623385.32,197046.52,0.0,58587.0,0.8967236410555429,0.31609054237828,0.020833333333333332,0.6300491740975555,1
MSME_04453,Meru,Manufacturing,20,1,665324.77,585113.58,883327.47,759996.48,0.0,355602.52,0.8794392256893941,0.8603781105345784,0.047619047619047616,0.5344788012645294,1
MSME_04454,Kisumu,Agriculture,19,3,76205.75,49927.95,443209.03,147764.24,33537.03,60877.52,0.6551644047279276,0.33339552356249696,0.05,0.7988468213117604,0
MSME_04455,Kisumu,Services,29,3,158963.81,127144.51,280745.36,152724.78,81963.61,119359.46,0.7998280248314076,0.5439955837717718,0.03333333333333333,0.7508546073813444,1
MSME_04456,Kisumu,Manufacturing,74,15,262319.67,169619.94,2083842.26,1544656.95,7493.97,179284.68,0.6466129413286418,0.7412539031366495,0.013333333333333334,0.6834561683606557,0
MSME_04457,Eldoret,Agriculture,60,2,171220.89,146497.82,1025622.79,524210.0,48318.58,157087.39,0.8556021662884342,0.5111133391318857,0.01639344262295082,0.9174492233440479,0
MSME_04458,Nyeri,Digital Commerce,18,1,394109.33,419173.7,1542352.38,1339817.67,160789.31,289050.14,1.0635948060534217,0.8686839782462823,0.05263157894736842,0.7334244195020212,1
MSME_04459,Eldoret,Agriculture,92,2,90525.24,67768.34,271480.5,210420.1,10743.95,81417.59,0.7486043825525063,0.7750808066111319,0.010752688172043012,0.8993811076213923,1
MSME_04460,Meru,Services,35,3,261280.6,266682.34,1974793.94,1652537.61,0.0,198726.96,1.0206701887924754,0.8368147884762153,0.027777777777777776,0.7605853607755004,1
MSME_04461,Thika,Transport,43,1,22145.54,15521.48,345267.4,137472.38,0.0,14827.7,0.7008534967538947,0.39816090902034473,0.022727272727272728,0.6695267071063923,0
MSME_04462,Nairobi,Manufacturing,111,1,512427.99,497339.14,981329.37,528626.76,135172.99,380502.68,0.9705523100869059,0.5386837869901041,0.008928571428571428,0.7425471380922457,1
MSME_04463,Meru,Retail,95,10,409687.56,452108.89,7845931.0,6058102.53,0.0,232841.04,1.1035428716877036,0.7721329384450439,0.010416666666666666,0.5683366897040035,1
MSME_04464,Kisumu,Agriculture,91,3,98279.82,76477.47,2027864.2,1668526.72,0.0,78981.5,0.7781525428868012,0.822799621986708,0.010869565217391304,0.803630861036772,1
MSME_04465,Machakos,Construction,11,2,206661.7,226341.35,1095874.44,937510.57,0.0,194667.04,1.0952211018243736,0.8554900819750099,0.08333333333333333,0.9419553697885491,1
MSME_04466,Kisumu,Agriculture,49,2,324832.51,285196.94,3688000.14,2962650.15,0.0,198585.43,0.8779788144394339,0.8033213758713751,0.02,0.611345270381741,1
MSME_04467,Machakos,Construction,113,5,47204.62,36547.84,368209.19,252077.46,0.0,30467.7,0.7742264586292902,0.6846020747008658,0.008771929824561403,0.6454252692793782,0
MSME_04468,Nakuru,Retail,38,1,115320.89,126054.9,1314247.28,156884.12,27677.26,78734.32,1.0930700147214027,0.11937175219282006,0.02564102564102564,0.6827352552061019,1
MSME_04469,Nairobi,Transport,64,5,36107.29,22300.6,268814.85,94612.82,0.0,25909.41,0.6176033259952215,0.3519614635818536,0.015384615384615385,0.7175474108577282,0
MSME_04470,Thika,Transport,69,1,415989.97,256004.54,472552.39,95998.56,0.0,342607.82,0.6154088873611848,0.20314860083852113,0.014285714285714285,0.8235943679258231,0
MSME_04471,Nyeri,Transport,8,10,303385.82,282120.38,4920198.51,1101174.28,29889.66,170352.02,0.9299032172854443,0.22380683501998888,0.1111111111111111,0.5615010566378592,1
MSME_04472,Machakos,Food Services,34,2,100614.44,104459.21,1012970.18,337041.26,102434.52,64001.8,1.0382025860046928,0.33272541870342254,0.02857142857142857,0.6361031666710397,0
MSME_04473,Thika,Food Services,48,2,89597.86,90794.03,3947525.82,630784.49,136534.35,66517.61,1.013339120609347,0.1597923253628458,0.02040816326530612,0.7423934858099757,0
MSME_04474,Nairobi,Transport,116,3,114811.1,73904.85,644913.05,189878.81,45052.07,87866.06,0.6437026236781663,0.2944249857791127,0.008547008547008548,0.7653031344257268,0
MSME_04475,Eldoret,Transport,56,3,54325.16,60987.5,3156464.46,2732182.2,0.0,40281.22,1.1226175382173156,0.8655827965245658,0.017543859649122806,0.741470039480059,1
MSME_04476,Meru,Retail,76,1,111967.33,110476.48,776127.75,271299.23,7811.8,77925.9,0.986676143155837,0.34955441349131827,0.012987012987012988,0.6959637604669106,1
MSME_04477,Kisumu,Services,102,5,47205.67,52965.31,856440.84,195071.92,17295.17,38716.38,1.121987846209021,0.22777018927519938,0.009708737864077669,0.8201463903300106,1
MSME_04478,Eldoret,Food Services,65,1,327201.38,255545.51,750901.52,506588.31,3669.75,193707.68,0.7810013790241991,0.6746392461167928,0.015151515151515152,0.5920118307207912,1
MSME_04479,Thika,Construction,31,15,415374.46,407759.2,1124320.02,857635.94,1758.92,260534.26,0.981664155123656,0.762803438469913,0.03125,0.627225931931559,1
MSME_04480,Eldoret,Digital Commerce,4,10,342899.61,367919.73,534644.34,187783.28,7229.09,240035.75,1.0729631831217799,0.35122962074260294,0.2,0.7000155234486168,1
MSME_04481,Nakuru,Services,113,2,40368.3,32668.26,137735.27,44460.65,52801.12,32818.47,0.8092352356865241,0.32279551348384855,0.008771929824561403,0.8129561325066325,0
MSME_04482,Mombasa,Digital Commerce,109,10,108179.72,122315.88,698819.69,205039.03,5083.83,58098.77,1.1306624692459064,0.293407211512298,0.00909090909090909,0.5370529055454613,1
MSME_04483,Eldoret,Manufacturing,50,2,239121.98,178324.27,855027.62,354502.14,53889.28,132007.75,0.7457429227420969,0.4146085074906616,0.0196078431372549,0.5520496189868493,0
MSME_04484,Kakamega,Transport,69,1,287436.73,222357.46,5187900.9,880829.86,13462.74,244920.17,0.7735848039156168,0.1697853731582704,0.014285714285714285,0.852080796769443,0
MSME_04485,Nairobi,Transport,30,25,21186.83,23436.46,48408.47,30754.06,153790.06,13081.38,1.106128376525581,0.6352901612019302,0.03225806451612903,0.6174006493350191,1
MSME_04486,Nairobi,Transport,88,3,279425.11,316676.07,5080011.49,3849536.49,0.0,260862.64,1.1333088021015647,0.7577809104953598,0.011235955056179775,0.9335657287001563,1
MSME_04487,Machakos,Agriculture,59,2,38435.31,29090.06,2566155.05,1619104.81,20862.83,35846.01,0.7568380003179286,0.6309455771405641,0.016666666666666666,0.932607994888167,1
MSME_04488,Nakuru,Food Services,67,2,114237.58,77112.03,1660682.95,725651.61,14759.19,92381.1,0.6750086529436903,0.4369594888901046,0.014705882352941176,0.8086681399576221,0
MSME_04489,Nairobi,Manufacturing,75,2,468591.96,476783.17,877734.54,290679.17,0.0,385460.44,1.0174783035579535,0.3311694203472722,0.013157894736842105,0.8225911887365955,1
MSME_04490,Mombasa,Agriculture,45,50,409245.44,454800.96,214408.63,91671.9,40355.67,324511.21,1.1113131735489257,0.4275549563701966,0.021739130434782608,0.7929481561281266,1
MSME_04491,Eldoret,Agriculture,4,1,501886.96,466951.87,7579666.89,3328004.25,51237.58,290993.52,0.9303906593017294,0.4390699300150999,0.2,0.5797977700042855,1
MSME_04492,Nyeri,Digital Commerce,26,2,45877.48,43537.06,3209322.12,2030912.51,34376.84,33270.58,0.9489647433829541,0.6328164644263056,0.037037037037037035,0.7251892390506398,1
MSME_04493,Eldoret,Services,27,2,58730.22,59882.44,985528.61,830256.89,7881.12,50323.42,1.019601499849654,0.8424474329086876,0.03571428571428571,0.8568427490523779,1
MSME_04494,Kakamega,Manufacturing,46,2,75902.05,51931.93,1027663.33,160797.65,59165.6,64410.87,0.6841876578082172,0.15646903887381203,0.02127659574468085,0.8485939629566928,0
MSME_04495,Thika,Manufacturing,118,2,115100.33,130685.82,640126.93,552226.54,8502.2,104102.12,1.1353980010482938,0.8626815268004319,0.008403361344537815,0.9044388974480138,1
MSME_04496,Nyeri,Manufacturing,107,1,165495.81,132459.73,1488498.38,1232716.35,0.0,149833.15,0.8003763335377885,0.8281604725962333,0.009259259259259259,0.9053537044007072,1
MSME_04497,Kisumu,Manufacturing,64,1,477946.92,451914.22,691607.96,134300.47,0.0,295212.73,0.9455302577736922,0.1941855553751068,0.015384615384615385,0.6176671508477325,1
MSME_04498,Kakamega,Construction,91,1,52648.23,45158.43,1055454.34,260557.93,92056.8,43422.9,0.8577225155999432,0.24686779262493472,0.010869565217391304,0.8247585007416063,0
MSME_04499,Eldoret,Manufacturing,106,15,71050.55,60925.81,1233786.32,430932.54,9261.78,56350.4,0.8574874158269594,0.34927619453894204,0.009345794392523364,0.7930917763229655,0
MSME_04500,Machakos,Construction,51,1,553291.94,545827.7,13475234.76,7380828.51,56445.26,497201.18,0.9865076174657136,0.5477327923203623,0.019230769230769232,0.8986219487998528,1
MSME_04501,Thika,Services,50,5,41812.56,47961.69,244697.96,50794.64,0.0,24358.47,1.14703675075741,0.20758012212230081,0.0196078431372549,0.5825495365618235,1
MSME_04502,Mombasa,Transport,6,5,275640.43,265299.21,883785.26,230020.99,0.0,229582.75,0.9624794429487614,0.26026766924391875,0.14285714285714285,0.8329036386148483,0
MSME_04503,Meru,Construction,59,10,121948.27,126427.74,3181725.61,2615824.64,127293.74,84205.21,1.0367240410705205,0.8221399763821946,0.016666666666666666,0.6904937602332512,1
MSME_04504,Mombasa,Construction,15,15,196432.42,120843.03,1966983.92,368692.46,75304.42,133086.6,0.615185694980009,0.18744041006679402,0.0625,0.6775150582828523,0
MSME_04505,Thika,Manufacturing,117,1,59197.16,61904.55,1644480.27,689205.98,34187.99,30552.01,1.0457174682456347,0.4191023592503428,0.00847457627118644,0.5160972908617429,1
MSME_04506,Mombasa,Manufacturing,30,1,270269.88,206752.87,27060474.73,19223799.73,15759.67,252069.15,0.764983893196337,0.710401395814633,0.03225806451612903,0.9326537509331378,1
